SIC Code,SIC Description,NAICS Code,NAICS Description
5611,Men's and Boys' Clothing Stores,448150,Clothing Accessories Stores
5632,Women's Accessory and Specialty Stores,448150,Clothing Accessories Stores
5699,Miscellaneous Apparel and Accessories,448150,Clothing Accessories Stores
5136,Men's and Boy's Clothing,448190,Other Clothing Stores
5137,Women's and Children's Clothing,448190,Other Clothing Stores
5621,Women's Clothing Stores,448190,Other Clothing Stores
5632,Women's Accessory and Specialty Stores,448190,Other Clothing Stores
5699,Miscellaneous Apparel and Accessories,448190,Other Clothing Stores
5139,Footwear,448210,Shoe Stores
5661,Shoe Stores,448210,Shoe Stores
5094,Jewelry and Precious Stones,448310,Jewelry Stores
5944,Jewelry Stores,448310,Jewelry Stores
7631,"Watch, Clock, and Jewelry Repair",448310,Jewelry Stores
5948,Luggage and Leather Goods Stores,448320,Luggage and Leather Goods Stores
5091,Sporting and Recreation Goods,451110,Sporting Goods Stores
5099,"Durable Goods, Nec",451110,Sporting Goods Stores
5941,Sporting Goods and Bicycle Shops,451110,Sporting Goods Stores
7699,"Repair Services, Nec",451110,Sporting Goods Stores
5092,Toys and Hobby Goods and Supplies,451120,"Hobby, Toy, and Game Stores"
5099,"Durable Goods, Nec",451120,"Hobby, Toy, and Game Stores"
5945,"Hobby, Toy, and Game Shops",451120,"Hobby, Toy, and Game Stores"
5131,Piece Goods and Notions,451130,"Sewing, Needlework, and Piece Goods Stores"
5714,Drapery and Upholstery Stores,451130,"Sewing, Needlework, and Piece Goods Stores"
5949,"Sewing, Needlework, and Piece Goods",451130,"Sewing, Needlework, and Piece Goods Stores"
5736,Musical Instrument Stores,451140,Musical Instrument and Supplies Stores
5192,"Books, Periodicals, and Newspapers",451211,Book Stores
5942,Book Stores,451211,Book Stores
5994,News Dealers and Newsstands,451212,News Dealers and Newsstands
5311,Department Stores,452210,Department Stores
5399,Miscellaneous General Merchandise,452210,Department Stores
5411,Grocery Stores,452210,Department Stores
5311,Department Stores,452311,Warehouse Clubs and Supercenters
5399,Miscellaneous General Merchandise,452311,Warehouse Clubs and Supercenters
5411,Grocery Stores,452311,Warehouse Clubs and Supercenters
5331,Variety Stores,452319,All Other General Merchandise Stores
5399,Miscellaneous General Merchandise,452319,All Other General Merchandise Stores
5531,Auto and Home Supply Stores,452319,All Other General Merchandise Stores
5992,Florists,453110,Florists
5044,Office Equipment,453210,Office Supplies and Stationery Stores
5049,"Professional Equipment, Nec",453210,Office Supplies and Stationery Stores
5111,Printing and Writing Paper,453210,Office Supplies and Stationery Stores
5112,Stationery and Office Supplies,453210,Office Supplies and Stationery Stores
5943,Stationery Stores,453210,Office Supplies and Stationery Stores
5199,"Nondurable Goods, Nec",453220,"Gift, Novelty, and Souvenir Stores"
5947,"Gift, Novelty, and Souvenir Shop",453220,"Gift, Novelty, and Souvenir Stores"
5932,Used Merchandise Stores,453310,Used Merchandise Stores
5149,"Groceries and Related Products, Nec",453910,Pet and Pet Supplies Stores
5199,"Nondurable Goods, Nec",453910,Pet and Pet Supplies Stores
5999,"Miscellaneous Retail Stores, Nec",453910,Pet and Pet Supplies Stores
5999,"Miscellaneous Retail Stores, Nec",453920,Art Dealers
5271,Mobile Home Dealers,453930,Manufactured (Mobile) Home Dealers
5194,Tobacco and Tobacco Products,453991,Tobacco Stores
5199,"Nondurable Goods, Nec",453991,Tobacco Stores
5993,Tobacco Stores and Stands,453991,Tobacco Stores
5085,Industrial Supplies,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
5113,Industrial and Personal Service Paper,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
5162,Plastics Materials and Basic Shapes,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
5999,"Miscellaneous Retail Stores, Nec",453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
5961,Catalog and Mail-order Houses,454110,Electronic Shopping and Mail-Order Houses
5962,Merchandising Machine Operators,454210,Vending Machine Operators
5171,Petroleum Bulk Stations and Terminals,454310,Fuel Dealers
5171,Petroleum Bulk Stations and Terminals,454310,Fuel Dealers
5983,Fuel Oil Dealers,454310,Fuel Dealers
5984,Liquefied Petroleum Gas Dealers,454310,Fuel Dealers
5989,"Fuel Dealers, Nec",454310,Fuel Dealers
5142,Packaged Frozen Goods,454390,Other Direct Selling Establishments
5411,Grocery Stores,454390,Other Direct Selling Establishments
5421,Meat and Fish Markets,454390,Other Direct Selling Establishments
5431,Fruit and Vegetable Markets,454390,Other Direct Selling Establishments
5963,Direct Selling Establishments,454390,Other Direct Selling Establishments
4512,"Air Transportation, Scheduled",481111,Scheduled Passenger Air Transportation
4512,"Air Transportation, Scheduled",481112,Scheduled Freight Air Transportation
4522,"Air Transportation, Nonscheduled",481211,Nonscheduled Chartered Passenger Air Transportation
4522,"Air Transportation, Nonscheduled",481212,Nonscheduled Chartered Freight Air Transportation
4522,"Air Transportation, Nonscheduled",481219,Other Nonscheduled Air Transportation
7319,"Advertising, Nec",481219,Other Nonscheduled Air Transportation
7335,Commercial Photography,481219,Other Nonscheduled Air Transportation
7997,Membership Sports and Recreation Clubs,481219,Other Nonscheduled Air Transportation
4011,"Railroads, Line-haul Operating",482111,Line-Haul Railroads
4013,Switching and Terminal Services,482112,Short Line Railroads
4412,Deep Sea Foreign Transportation of Freight,483111,Deep Sea Freight Transportation
4481,"Deep Sea Passenger Transportation, Except Ferry",483112,Deep Sea Passenger Transportation
4424,Deep Sea Domestic Transportation of Freight,483113,Coastal and Great Lakes Freight Transportation
4432,Freight Transportation On The Great Lakes,483113,Coastal and Great Lakes Freight Transportation
4481,"Deep Sea Passenger Transportation, Except Ferry",483114,Coastal and Great Lakes Passenger Transportation
4482,Ferries,483114,Coastal and Great Lakes Passenger Transportation
4449,Water Transportation of Freight,483211,Inland Water Freight Transportation
4499,"Water Transportation Services, Nec",483211,Inland Water Freight Transportation
4482,Ferries,483212,Inland Water Passenger Transportation
4489,Water Passenger Transportation,483212,Inland Water Passenger Transportation
4212,"Local Trucking, Without Storage",484110,"General Freight Trucking, Local"
4214,Local Trucking With Storage,484110,"General Freight Trucking, Local"
4213,"Trucking, Except Local",484121,"General Freight Trucking, Long-Distance, Truckload"
4213,"Trucking, Except Local",484122,"General Freight Trucking, Long-Distance, Less Than Truckload"
4212,"Local Trucking, Without Storage",484210,Used Household and Office Goods Moving
4213,"Trucking, Except Local",484210,Used Household and Office Goods Moving
4214,Local Trucking With Storage,484210,Used Household and Office Goods Moving
4212,"Local Trucking, Without Storage",484220,"Specialized Freight (except Used Goods) Trucking, Local"
4214,Local Trucking With Storage,484220,"Specialized Freight (except Used Goods) Trucking, Local"
4213,"Trucking, Except Local",484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance"
4111,Local and Suburban Transit,485111,Mixed Mode Transit Systems
4111,Local and Suburban Transit,485112,Commuter Rail Systems
4111,Local and Suburban Transit,485113,Bus and Other Motor Vehicle Transit Systems
4111,Local and Suburban Transit,485119,Other Urban Transit Systems
4131,Intercity and Rural Bus Transportation,485210,Interurban and Rural Bus Transportation
4121,Taxicabs,485310,Taxi Service
4899,"Communication Services, Nec",485310,Taxi Service
4119,"Local Passenger Transportation, Nec",485320,Limousine Service
4119,"Local Passenger Transportation, Nec",485410,School and Employee Bus Transportation
4151,School Buses,485410,School and Employee Bus Transportation
4141,Local Bus Charter Service,485510,Charter Bus Industry
4142,"Bus Charter Service, Except Local",485510,Charter Bus Industry
4119,"Local Passenger Transportation, Nec",485991,Special Needs Transportation
4111,Local and Suburban Transit,485999,All Other Transit and Ground Passenger Transportation
4119,"Local Passenger Transportation, Nec",485999,All Other Transit and Ground Passenger Transportation
4612,Crude Petroleum Pipelines,486110,Pipeline Transportation of Crude Oil
4922,Natural Gas Transmission,486210,Pipeline Transportation of Natural Gas
4923,Gas Transmission and Distribution,486210,Pipeline Transportation of Natural Gas
4613,Refined Petroleum Pipelines,486910,Pipeline Transportation of Refined Petroleum Products
4619,"Pipelines, Nec",486990,All Other Pipeline Transportation
4119,"Local Passenger Transportation, Nec",487110,"Scenic and Sightseeing Transportation, Land"
4789,"Transportation Services, Nec",487110,"Scenic and Sightseeing Transportation, Land"
7999,"Amusement and Recreation, Nec",487110,"Scenic and Sightseeing Transportation, Land"
4489,Water Passenger Transportation,487210,"Scenic and Sightseeing Transportation, Water"
7999,"Amusement and Recreation, Nec",487210,"Scenic and Sightseeing Transportation, Water"
4522,"Air Transportation, Nonscheduled",487990,"Scenic and Sightseeing Transportation, Other"
7999,"Amusement and Recreation, Nec",487990,"Scenic and Sightseeing Transportation, Other"
4581,"Airports, Flying Fields, and Services",488111,Air Traffic Control
9621,"Regulation, Administration of Transportation",488111,Air Traffic Control
4581,"Airports, Flying Fields, and Services",488119,Other Airport Operations
4959,"Sanitary Services, Nec",488119,Other Airport Operations
7997,Membership Sports and Recreation Clubs,488119,Other Airport Operations
4581,"Airports, Flying Fields, and Services",488190,Other Support Activities for Air Transportation
4013,Switching and Terminal Services,488210,Support Activities for Rail Transportation
4741,Rental of Railroad Cars,488210,Support Activities for Rail Transportation
4789,"Transportation Services, Nec",488210,Support Activities for Rail Transportation
4491,Marine Cargo Handling,488310,Port and Harbor Operations
4499,"Water Transportation Services, Nec",488310,Port and Harbor Operations
4491,Marine Cargo Handling,488320,Marine Cargo Handling
4492,Towing and Tugboat Service,488330,Navigational Services to Shipping
4499,"Water Transportation Services, Nec",488330,Navigational Services to Shipping
3731,Shipbuilding and Repairing,488390,Other Support Activities for Water Transportation
4499,"Water Transportation Services, Nec",488390,Other Support Activities for Water Transportation
4785,Inspection and Fixed Facilities,488390,Other Support Activities for Water Transportation
7699,"Repair Services, Nec",488390,Other Support Activities for Water Transportation
7549,"Automotive Services, Nec",488410,Motor Vehicle Towing
4173,Bus Terminal and Service Facilities,488490,Other Support Activities for Road Transportation
4231,Trucking Terminal Facilities,488490,Other Support Activities for Road Transportation
4785,Inspection and Fixed Facilities,488490,Other Support Activities for Road Transportation
4959,"Sanitary Services, Nec",488490,Other Support Activities for Road Transportation
7389,"Business Services, Nec",488490,Other Support Activities for Road Transportation
4731,Freight Transportation Arrangement,488510,Freight Transportation Arrangement
4783,Packing and Crating,488991,Packing and Crating
4729,Passenger Transportation Arrangement,488999,All Other Support Activities for Transportation
4789,"Transportation Services, Nec",488999,All Other Support Activities for Transportation
4311,U.S. Postal Service,491110,Postal Service
7389,"Business Services, Nec",491110,Postal Service
4215,"Courier Services, Except By Air",492110,Couriers and Express Delivery Services
4513,Air Courier Services,492110,Couriers and Express Delivery Services
4215,"Courier Services, Except By Air",492210,Local Messengers and Local Delivery
4225,General Warehousing and Storage,493110,General Warehousing and Storage
4226,"Special Warehousing and Storage, Nec",493110,General Warehousing and Storage
4222,Refrigerated Warehousing and Storage,493120,Refrigerated Warehousing and Storage
4226,"Special Warehousing and Storage, Nec",493120,Refrigerated Warehousing and Storage
4221,Farm Product Warehousing and Storage,493130,Farm Product Warehousing and Storage
4226,"Special Warehousing and Storage, Nec",493190,Other Warehousing and Storage
2711,Newspapers,511110,Newspaper Publishers
2721,Periodicals,511120,Periodical Publishers
2741,Miscellaneous Publishing,511120,Periodical Publishers
2731,Book Publishing,511130,Book Publishers
2741,Miscellaneous Publishing,511130,Book Publishers
2741,Miscellaneous Publishing,511140,Directory and Mailing List Publishers
7331,Direct Mail Advertising Services,511140,Directory and Mailing List Publishers
2771,Greeting Cards,511191,Greeting Card Publishers
2741,Miscellaneous Publishing,511199,All Other Publishers
7372,Prepackaged Software,511210,Software Publishers
7812,Motion Picture and Video Production,512110,Motion Picture and Video Production
7822,Motion Picture and Tape Distribution,512120,Motion Picture and Video Distribution
7829,Motion Picture Distribution Services,512120,Motion Picture and Video Distribution
7832,"Motion Picture Theaters, Except Drive-in",512131,Motion Picture Theaters (except Drive-Ins)
7833,Drive-in Motion Picture Theaters,512132,Drive-In Motion Picture Theaters
7819,Services Allied To Motion Pictures,512191,Teleproduction and Other Postproduction Services
7819,Services Allied To Motion Pictures,512199,Other Motion Picture and Video Industries
7829,Motion Picture Distribution Services,512199,Other Motion Picture and Video Industries
2731,Book Publishing,512230,Music Publishers
2741,Miscellaneous Publishing,512230,Music Publishers
8999,"Services, Nec",512230,Music Publishers
7389,"Business Services, Nec",512240,Sound Recording Studios
3652,Prerecorded Records and Tapes,512250,Record Production and Distribution
8999,"Services, Nec",512250,Record Production and Distribution
7389,"Business Services, Nec",512290,Other Sound Recording Industries
7922,Theatrical Producers and Services,512290,Other Sound Recording Industries
