Code,Cross-Reference
423390,"Merchant wholesale distribution of nonwood roofing and nonwood siding and insulation materials--are classified in Industry 423330, Roofing, Siding, and Insulation Material Merchant Wholesalers;"
423390,"Merchant wholesale distribution of electrical supplies and wiring supplies--are classified in Industry 423610, Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; and"
423390,"Selling ready-mix concrete--are classified in Industry 327320, Ready-Mix Concrete Manufacturing."
423410,"Merchant wholesale distribution of household-type video cameras--are classified in Industry 423620, Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers; and"
423410,"Merchant wholesale distribution of office equipment, such as photocopy and microfilm equipment--are classified in Industry 423420, Office Equipment Merchant Wholesalers."
423420,"Merchant wholesale distribution of office furniture--are classified in Industry 423210, Furniture Merchant Wholesalers;"
423420,"Merchant wholesale distribution of computers and computer peripheral equipment--are classified in Industry 423430, Computer and Computer Peripheral Equipment and Software Merchant Wholesalers; and"
423420,"Merchant wholesale distribution of office supplies--are classified in Industry 424120, Stationery and Office Supplies Merchant Wholesalers."
423430,"Merchant wholesale distribution of modems and other electronic communications equipment--are classified in Industry 423690, Other Electronic Parts and Equipment Merchant Wholesalers; and"
423430,"Selling, planning, and designing computer systems that integrate computer hardware, software, and communication technologies--are classified in U.S. Industry 541512, Computer Systems Design Services."
423440,"Merchant wholesale distribution of photographic equipment and supplies--are classified in Industry 423410, Photographic Equipment and Supplies Merchant Wholesalers;"
423440,"Merchant wholesale distribution of office machines and related equipment--are classified in Industry 423420, Office Equipment Merchant Wholesalers;"
423440,"Merchant wholesale distribution of computers, computer peripheral equipment, and computer software--are classified in Industry 423430, Computer and Computer Peripheral Equipment and Software Merchant Wholesalers;"
423440,"Merchant wholesale distribution of laboratory scales and balances (except medical and dental)--are classified in Industry 423490, Other Professional Equipment and Supplies Merchant Wholesalers; and"
423440,"Merchant wholesale distribution of refrigerated store fixtures--are classified in Industry 423740, Refrigeration Equipment and Supplies Merchant Wholesalers."
423450,"Establishments primarily engaged in the merchant wholesale distribution of professional equipment, instruments, and/or goods sold, prescribed, or used by ophthalmologists, optometrists, and opticians are classified in Industry 423460, Ophthalmic Goods Merchant Wholesalers."
423490,"Merchant wholesale distribution of professional equipment, instruments, and/or goods sold, prescribed, or used by ophthalmologists, optometrists, and opticians, such as ophthalmic frames and lenses, and sunglasses--are classified in Industry 423460, Ophthalmic Goods Merchant Wholesalers;"
423490,"Merchant wholesale distribution of professional medical equipment, instruments, and supplies used by medical and dental practitioners (except ophthalmic equipment, instruments, and goods used by ophthalmologists, optometrists, and opticians) and medical facilities--are classified in Industry 423450, Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers;"
423490,"Merchant wholesale distribution of silverware and plated flatware--are classified in Industry 423940, Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers;"
423490,"Merchant wholesale distribution of books--are classified in Industry 424920, Book, Periodical, and Newspaper Merchant Wholesalers; and"
423490,"Merchant wholesale distribution of school furniture--are classified in Industry 423210, Furniture Merchant Wholesalers."
423510,"Merchant wholesale distribution of gold, silver, and platinum--are classified in Industry 423940, Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers;"
423510,"Merchant wholesale distribution of automotive, industrial, and other recyclable metal scrap--are classified in Industry 423930, Recyclable Material Merchant Wholesalers; and"
423510,"Merchant wholesale distribution of insulated wire--are classified in Industry 423610, Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers."
423520,"Merchant wholesale distribution of nonmetallic minerals used in construction, such as sand and gravel--are classified in Industry 423320, Brick, Stone, and Related Construction Material Merchant Wholesalers;"
423520,"Merchant wholesale distribution of crude petroleum--are classified in Industry Group 4247, Petroleum and Petroleum Products Merchant Wholesalers; and"
423520,"Merchant wholesale distribution of precious and semiprecious stones and metals--are classified in Industry 423940, Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers."
423620,"Merchant wholesale distribution of gas and electric water heaters and heating stoves (i.e., noncooking)--are classified in Industry 423720, Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers; and"
423620,"Merchant wholesale distribution of nonhousehold-type video cameras--are classified in Industry 423410, Photographic Equipment and Supplies Merchant Wholesalers."
423690,"Merchant wholesale distribution of household-type gas and electric appliances (except water heaters and heating stoves (i.e., noncooking)), room air-conditioners, clothes dryers, and/or household-type audio or video equipment--are classified in Industry 423620, Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers;"
423690,"Merchant wholesale distribution of computers, computer peripheral equipment, and loaded computer boards--are classified in Industry 423430, Computer and Computer Peripheral Equipment and Software Merchant Wholesalers; and"
423690,"Merchant wholesale distribution of electrical construction materials, wiring supplies, electric light fixtures, light bulbs, and/or electrical power equipment for generation, transmission, distribution, or control of electric energy--are classified in Industry 423610, Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers."
423710,"Merchant wholesale distribution of nails, noninsulated wire, and screening--are classified in Industry 423510, Metal Service Centers and Other Metal Merchant Wholesalers;"
423710,"Merchant wholesale distribution of motor vehicle handtools and equipment--are classified in Industry 423120, Motor Vehicle Supplies and New Parts Merchant Wholesalers;"
423710,"Merchant wholesale distribution of machinists' precision handtools--are classified in Industry 423830, Industrial Machinery and Equipment Merchant Wholesalers; and"
423710,"Merchant wholesale distribution of disposable plastics knives and eating utensils--are classified in Industry 424130, Industrial and Personal Service Paper Merchant Wholesalers."
423720,"Selling and installing plumbing, heating and air-conditioning equipment--are classified in Industry 238220, Plumbing, Heating, and Air-Conditioning Contractors;"
423720,"Merchant wholesale distribution of warm air heating and air-conditioning equipment--are classified in Industry 423730, Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers; and"
423720,"Merchant wholesale distribution of household-type gas and electric appliances (except water heaters and heating stoves (i.e., noncooking)), room air-conditioners, clothes dryers, and/or household-type audio or video equipment--are classified in Industry 423620, Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers."
423730,"Merchant wholesale distribution of household-type gas and electric appliances (except water heaters and heating stoves (i.e., noncooking)) and room air-conditioners--are classified in Industry 423620, Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers;"
423730,"Merchant wholesale distribution of hydronic heating equipment--are classified in Industry 423720, Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers; and"
423730,"Selling and installing warm air heating and air-conditioning equipment--are classified in Industry 238220, Plumbing, Heating, and Air-Conditioning Contractors."
